Year,Category,Status,Person,PersonId,Movie,MovieId,AssociatedPeople,AssociatedIds
1945,BestActorinaLeadingRole,Nominee,Charles Boyer,nm0000964,Luz que agoniza,tt0036855,,
1945,BestActorinaLeadingRole,Nominee,Barry Fitzgerald,nm0280178,Siguiendo mi camino,tt0036872,,
1945,BestActorinaLeadingRole,Nominee,Cary Grant,nm0000026,Un corazón en peligro,tt0037135,,
1945,BestActorinaLeadingRole,Nominee,Alexander Knox,nm0461594,Wilson,tt0037465,,
1945,BestActorinaSupportingRole,Winner,Barry Fitzgerald,nm0280178,Siguiendo mi camino,tt0036872,,
1945,BestActorinaSupportingRole,Nominee,Hume Cronyn,nm0002025,La séptima cruz,tt0037263,,
1945,BestActorinaSupportingRole,Nominee,Claude Rains,nm0001647,El señor Skeffington,tt0037094,,
1945,BestActorinaSupportingRole,Nominee,Clifton Webb,nm0916067,Laura,tt0037008,,
1945,BestActorinaSupportingRole,Nominee,Monty Woolley,nm0941253,Desde que te fuiste,tt0037280,,
1945,BestActressinaLeadingRole,Winner,Ingrid Bergman,nm0000006,Luz que agoniza,tt0036855,,
1945,BestActressinaLeadingRole,Nominee,Claudette Colbert,nm0001055,Desde que te fuiste,tt0037280,,
1945,BestActressinaLeadingRole,Nominee,Bette Davis,nm0000012,El señor Skeffington,tt0037094,,
1945,BestActressinaLeadingRole,Nominee,Greer Garson,nm0002093,La señora Parkington,tt0037096,,
1945,BestActressinaLeadingRole,Nominee,Barbara Stanwyck,nm0001766,Perdición,tt0036775,,
1945,BestActressinaSupportingRole,Winner,Ethel Barrymore,nm0000856,Un corazón en peligro,tt0037135,,
1945,BestActressinaSupportingRole,Nominee,Jennifer Jones,nm0428354,Desde que te fuiste,tt0037280,,
1945,BestActressinaSupportingRole,Nominee,Angela Lansbury,nm0001450,Luz que agoniza,tt0036855,,
1945,BestActressinaSupportingRole,Nominee,Aline MacMahon,nm0533956,Estirpe de dragón,tt0036777,,
1945,BestActressinaSupportingRole,Nominee,Agnes Moorehead,nm0001547,La señora Parkington,tt0037096,,
1945,"BestArtDirection-InteriorDecoration,Black-and-White",Winner,,,Luz que agoniza,tt0036855,"['Cedric Gibbons', 'William Ferrari', 'Edwin B. Willis', 'Paul Huldschinsky']","['nm0316539', 'nm0274135', 'nm0932320', 'nm0401344']"
1945,"BestArtDirection-InteriorDecoration,Black-and-White",Nominee,,,Address Unknown,tt0036581,"['Lionel Banks', 'Walter Holscher', 'Joseph Kish']","['nm0052206', 'nm0392269', 'nm0457184']"
1945,"BestArtDirection-InteriorDecoration,Black-and-White",Nominee,,,Las aventuras de Mark Twain,tt0036582,"['John Hughes', 'Fred M. MacLean']","['nm0002770', 'nm0533771']"
1945,"BestArtDirection-InteriorDecoration,Black-and-White",Nominee,,,Casanova Brown,tt0036699,"['Perry Ferguson', 'Julia Heron']","['nm0272572', 'nm0380243']"
1945,"BestArtDirection-InteriorDecoration,Black-and-White",Nominee,,,Laura,tt0037008,"['Lyle R. Wheeler', 'Leland Fuller', 'Thomas Little']","['nm0923907', 'nm0298285', 'nm0514673']"
1945,"BestArtDirection-InteriorDecoration,Black-and-White",Nominee,,,No hay tiempo para amar,tt0036208,"['Hans Dreier', 'Robert Usher', 'Sam Comer']","['nm0237417', 'nm0882336', 'nm0173754']"
1945,"BestArtDirection-InteriorDecoration,Black-and-White",Nominee,,,Desde que te fuiste,tt0037280,"['Mark-Lee Kirk', 'Victor A. Gangelin']","['nm0456521', 'nm0304322']"
1945,"BestArtDirection-InteriorDecoration,Black-and-White",Nominee,,,Un joven a la aventura,tt0037313,"[""Albert S. D'Agostino"", 'Carroll Clark', 'Darrell Silvera', 'Claude E. Carpenter']","['nm0194875', 'nm0163754', 'nm0798822', 'nm0139304']"
1945,"BestArtDirection-InteriorDecoration,Color",Winner,,,Wilson,tt0037465,"['Wiard Ihnen', 'Thomas Little']","['nm0407311', 'nm0514673']"
1945,"BestArtDirection-InteriorDecoration,Color",Nominee,,,Misterio en la ópera,tt0036715,"['John B. Goodman', 'Alexander Golitzen', 'Russell A. Gausman', 'Ira Webb']","['nm0329129', 'nm0326529', 'nm0310199', 'nm0916129']"
1945,"BestArtDirection-InteriorDecoration,Color",Nominee,,,Las modelos,tt0036723,"['Lionel Banks', 'Cary Odell', 'Fay Babcock']","['nm0052206', 'nm0643970', 'nm0044833']"
1945,"BestArtDirection-InteriorDecoration,Color",Nominee,,,The Desert Song,tt0036755,"['Charles Novi', 'Jack McConaghy']","['nm0637066', 'nm0566210']"
1945,"BestArtDirection-InteriorDecoration,Color",Nominee,,,El príncipe mendigo,tt0036984,"['Cedric Gibbons', 'Daniel B. Cathcart', 'Edwin B. Willis', 'Richard Pefferle']","['nm0316539', 'nm0146100', 'nm0932320', 'nm0670385']"
1945,"BestArtDirection-InteriorDecoration,Color",Nominee,,,Una mujer en la penumbra,tt0037000,"['Hans Dreier', 'Raoul Pene Du Bois', 'Ray Moyer']","['nm0237417', 'nm0238845', 'nm0610455']"
1945,"BestArtDirection-InteriorDecoration,Color",Nominee,,,La princesa y el pirata,tt0037193,"['Ernst Fegté', 'Howard Bristol']","['nm0270404', 'nm0109924']"
1945,"BestCinematography,Black-and-White",Winner,,,Laura,tt0037008,['Joseph LaShelle'],['nm0005766']
1945,"BestCinematography,Black-and-White",Nominee,,,Perdición,tt0036775,['John F. Seitz'],['nm0005870']
1945,"BestCinematography,Black-and-White",Nominee,,,Estirpe de dragón,tt0036777,['Sidney Wagner'],['nm0906109']
1945,"BestCinematography,Black-and-White",Nominee,,,Luz que agoniza,tt0036855,['Joseph Ruttenberg'],['nm0005853']
1945,"BestCinematography,Black-and-White",Nominee,,,Siguiendo mi camino,tt0036872,['Lionel Lindon'],['nm0512068']
1945,"BestCinematography,Black-and-White",Nominee,,,Náufragos,tt0037017,['Glen MacWilliams'],['nm0534404']
1945,"BestCinematography,Black-and-White",Nominee,,,Desde que te fuiste,tt0037280,"['Stanley Cortez', 'Lee Garmes']","['nm0005673', 'nm0005716']"
1945,"BestCinematography,Black-and-White",Nominee,,,Treinta segundos sobre Tokio,tt0037366,"['Robert Surtees', 'Harold Rosson']","['nm0005892', 'nm0005849']"
1945,"BestCinematography,Black-and-White",Nominee,,,Los intrusos,tt0037415,['Charles Lang'],['nm0485702']
1945,"BestCinematography,Black-and-White",Nominee,,,Las rocas blancas de Dóver,tt0037462,['George J. Folsey'],['nm0005706']
1945,"BestCinematography,Color",Winner,,,Wilson,tt0037465,['Leon Shamroy'],['nm0005872']
1945,"BestCinematography,Color",Nominee,,,Las modelos,tt0036723,"['Rudolph Maté', 'Allen M. Davey']","['nm0005789', 'nm0202695']"
1945,"BestCinematography,Color",Nominee,,,Nuestra casa en Indiana,tt0036926,['Edward Cronjager'],['nm0005676']
1945,"BestCinematography,Color",Nominee,,,El príncipe mendigo,tt0036984,['Charles Rosher'],['nm0003546']
1945,"BestCinematography,Color",Nominee,,,Una mujer en la penumbra,tt0037000,['Ray Rennahan'],['nm0005840']
1945,"BestCinematography,Color",Nominee,,,Cita en St. Louis,tt0037059,['George J. Folsey'],['nm0005706']
1945,BestDirector,Winner,Leo McCarey,nm0564970,Siguiendo mi camino,tt0036872,,
1945,BestDirector,Nominee,Alfred Hitchcock,nm0000033,Náufragos,tt0037017,,
1945,BestDirector,Nominee,Henry King,nm0454771,Wilson,tt0037465,,
1945,BestDirector,Nominee,Otto Preminger,nm0695937,Laura,tt0037008,,
1945,BestDirector,Nominee,Billy Wilder,nm0000697,Perdición,tt0036775,,
1945,"BestDocumentary,Features",Winner,,,The Fighting Lady,tt0036823,[],[]
1945,"BestDocumentary,Features",Nominee,,,Resisting Enemy Interrogation,tt0037215,[],[]
1945,"BestDocumentary,ShortSubjects",Winner,,,With the Marines at Tarawa,tt0037468,[],[]
1945,"BestDocumentary,ShortSubjects",Nominee,,,Hymn of the Nations,tt0036023,[],[]
1945,"BestDocumentary,ShortSubjects",Nominee,,,New Americans,tt0037125,[],[]
1945,"BestEffects,SpecialEffects",Winner,,,Treinta segundos sobre Tokio,tt0037366,"['A. Arnold Gillespie', 'Donald Jahraus', 'Warren Newcombe', 'Douglas Shearer']","['nm0318901', 'nm0415760', 'nm0627766', 'nm0790428']"
1945,"BestEffects,SpecialEffects",Nominee,,,Las aventuras de Mark Twain,tt0036582,"['Paul Detlefsen', 'John Crouse', 'Nathan Levinson']","['nm0221897', 'nm0189493', 'nm0506080']"
1945,"BestEffects,SpecialEffects",Nominee,,,Días de gloria,tt0036748,"['Vernon L. Walker', 'James G. Stewart', 'Roy Granville']","['nm0908289', 'nm0829468', 'nm0335763']"
1945,"BestEffects,SpecialEffects",Nominee,,,Secret Command,tt0037253,"['David Allen', 'Ray Cory', 'Robert Wright', 'Russell Malmgren', 'Harry Kusnick']","['nm1084749', 'nm0181688', 'nm0942757', 'nm0540260', 'nm0476357']"
1945,"BestEffects,SpecialEffects",Nominee,,,Desde que te fuiste,tt0037280,"['Jack Cosgrove', 'Arthur Johns']","['nm0181832', 'nm0424284']"
1945,"BestEffects,SpecialEffects",Nominee,,,Por el valle de las sombras,tt0037316,"['Farciot Edouart', 'Gordon Jennings', 'George Dutton']","['nm0249643', 'nm0421157', 'nm0244931']"
1945,"BestEffects,SpecialEffects",Nominee,,,Wilson,tt0037465,"['Fred Sersen', 'Roger Heman Sr.']","['nm0785731', 'nm0002703']"
1945,BestFilmEditing,Winner,,,Wilson,tt0037465,['Barbara McLean'],['nm0572492']
1945,BestFilmEditing,Nominee,,,Siguiendo mi camino,tt0036872,['LeRoy Stone'],['nm0832008']
1945,BestFilmEditing,Nominee,,,Janie,tt0036970,['Owen Marks'],['nm0548929']
1945,BestFilmEditing,Nominee,,,Un corazón en peligro,tt0037135,['Roland Gross'],['nm0343481']
1945,BestFilmEditing,Nominee,,,Desde que te fuiste,tt0037280,"['Hal C. Kern', 'James E. Newcom']","['nm0449456', 'nm0627727']"
1945,"BestMusic,OriginalSong",Winner,,,Siguiendo mi camino,tt0036872,"['Jimmy Van Heusen', 'Johnny Burke']","['nm0006329', 'nm0121741']"
1945,"BestMusic,OriginalSong",Nominee,,,Cita en St. Louis,tt0037059,"['Ralph Blane', 'Hugh Martin']","['nm0087433', 'nm0552399']"
1945,"BestMusic,OriginalSong",Nominee,,,Cada vez más alto,tt0036919,"['Jimmy McHugh', 'Harold Adamson']","['nm0006192', 'nm0011488']"
1945,"BestMusic,OriginalSong",Nominee,,,Sueños de gloria,tt0036832,"['Jule Styne', 'Sammy Cahn']","['nm0006312', 'nm0005991']"
1945,"BestMusic,OriginalSong",Nominee,,,Sweet and Low-Down,tt0037333,"['James V. Monaco', 'Mack Gordon']","['nm0597444', 'nm0330418']"
1945,"BestMusic,OriginalSong",Nominee,,,Las modelos,tt0036723,"['Jerome Kern', 'Ira Gershwin']","['nm0006153', 'nm0314857']"
1945,"BestMusic,OriginalSong",Nominee,,,Rumbo a Oriente,tt0037420,"['Harold Arlen', 'Ted Koehler']","['nm0002182', 'nm0462752']"
1945,"BestMusic,OriginalSong",Nominee,,,Minstrel Man,tt0037076,"['Harry Revel', 'Paul Francis Webster']","['nm0720779', 'nm0916990']"
1945,"BestMusic,OriginalSong",Nominee,,,Brazil,tt0036670,"['Ary Barroso', 'Ned Washington']","['nm0057795', 'nm0913513']"
1945,"BestMusic,OriginalSong",Nominee,,,"Lady, Let's Dance",tt0037002,"['Lew Pollack', 'Charles Newman']","['nm0689397', 'nm0628036']"
1945,"BestMusic,OriginalSong",Nominee,,,Hollywood Canteen,tt0036922,"['M.K. Jerome', 'Ted Koehler']","['nm0422031', 'nm0462752']"
1945,"BestMusic,OriginalSong",Nominee,,,Song of the Open Road,tt0037297,"['Walter Kent', 'Kim Gannon']","['nm0448876', 'nm0304469']"
1945,"BestMusic,ScoringofaDramaticorComedyPicture",Winner,,,Desde que te fuiste,tt0037280,['Max Steiner'],['nm0000070']
1945,"BestMusic,ScoringofaDramaticorComedyPicture",Nominee,,,Address Unknown,tt0036581,"['Morris Stoloff', 'Ernst Toch']","['nm0006304', 'nm0006324']"
1945,"BestMusic,ScoringofaDramaticorComedyPicture",Nominee,,,Las aventuras de Mark Twain,tt0036582,['Max Steiner'],['nm0000070']
1945,"BestMusic,ScoringofaDramaticorComedyPicture",Nominee,,,El puente de San Luis Rey,tt0036672,['Dimitri Tiomkin'],['nm0006323']
1945,"BestMusic,ScoringofaDramaticorComedyPicture",Nominee,,,Casanova Brown,tt0036699,['Arthur Lange'],['nm0486075']
1945,"BestMusic,ScoringofaDramaticorComedyPicture",Nominee,,,Luz en el alma,tt0036711,['Hans J. Salter'],['nm0006270']
1945,"BestMusic,ScoringofaDramaticorComedyPicture",Nominee,,,Perdición,tt0036775,['Miklós Rózsa'],['nm0000067']
1945,"BestMusic,ScoringofaDramaticorComedyPicture",Nominee,,,Batallón de construcción,tt0036824,"['Walter Scharf', 'Roy Webb']","['nm0770127', 'nm0002202']"
1945,"BestMusic,ScoringofaDramaticorComedyPicture",Nominee,,,Pasión salvaje,tt0036892,"['Michel Michelet', 'Edward Paul']","['nm0584965', 'nm0666814']"
1945,"BestMusic,ScoringofaDramaticorComedyPicture",Nominee,,,Sucedió mañana,tt0036962,['Robert Stolz'],['nm0006305']
1945,"BestMusic,ScoringofaDramaticorComedyPicture",Nominee,,,Aventuras de Jack London,tt0036051,['Freddie Rich'],['nm0723648']
1945,"BestMusic,ScoringofaDramaticorComedyPicture",Nominee,,,El príncipe mendigo,tt0036984,['Herbert Stothart'],['nm0006307']
1945,"BestMusic,ScoringofaDramaticorComedyPicture",Nominee,,,Un corazón en peligro,tt0037135,"['C. Bakaleinikoff', 'Hanns Eisler']","['nm0005954', 'nm0006058']"
1945,"BestMusic,ScoringofaDramaticorComedyPicture",Nominee,,,La princesa y el pirata,tt0037193,['David Rose'],['nm0741328']
1945,"BestMusic,ScoringofaDramaticorComedyPicture",Nominee,,,Extraña confesión,tt0037325,['Karl Hajos'],['nm0354531']
1945,"BestMusic,ScoringofaDramaticorComedyPicture",Nominee,,,Three Russian Girls,tt0037374,['W. Franke Harling'],['nm0006123']
1945,"BestMusic,ScoringofaDramaticorComedyPicture",Nominee,,,Un casado en apuros,tt0037421,['Edward Paul'],['nm0666814']
1945,"BestMusic,ScoringofaDramaticorComedyPicture",Nominee,,,Voice in the Wind,tt0037438,['Michel Michelet'],['nm0584965']
1945,"BestMusic,ScoringofaDramaticorComedyPicture",Nominee,,,Wilson,tt0037465,['Alfred Newman'],['nm0000055']
1945,"BestMusic,ScoringofaDramaticorComedyPicture",Nominee,,,Una mujer de la ciudad,tt0037470,['Miklós Rózsa'],['nm0000067']
1945,"BestMusic,ScoringofaMusicalPicture",Winner,,,Las modelos,tt0036723,"['Carmen Dragon', 'Morris Stoloff']","['nm0236740', 'nm0006304']"
1945,"BestMusic,ScoringofaMusicalPicture",Nominee,,,Brazil,tt0036670,['Walter Scharf'],['nm0770127']
1945,"BestMusic,ScoringofaMusicalPicture",Nominee,,,Cada vez más alto,tt0036919,['C. Bakaleinikoff'],['nm0005954']
1945,"BestMusic,ScoringofaMusicalPicture",Nominee,,,Hollywood Canteen,tt0036922,['Ray Heindorf'],['nm0006127']
1945,"BestMusic,ScoringofaMusicalPicture",Nominee,,,Irish Eyes Are Smiling,tt0036961,['Alfred Newman'],['nm0000055']
1945,"BestMusic,ScoringofaMusicalPicture",Nominee,,,Pierna de plata,tt0036988,"['Werner R. Heymann', 'Kurt Weill']","['nm0006128', 'nm0918044']"
1945,"BestMusic,ScoringofaMusicalPicture",Nominee,,,Una mujer en la penumbra,tt0037000,['Robert Emmett Dolan'],['nm0006040']
1945,"BestMusic,ScoringofaMusicalPicture",Nominee,,,"Lady, Let's Dance",tt0037002,['Edward J. Kay'],['nm0443033']
1945,"BestMusic,ScoringofaMusicalPicture",Nominee,,,Cita en St. Louis,tt0037059,['George Stoll'],['nm0006303']
1945,"BestMusic,ScoringofaMusicalPicture",Nominee,,,Noche triunfal,tt0037070,['Hans J. Salter'],['nm0006270']
1945,"BestMusic,ScoringofaMusicalPicture",Nominee,,,Minstrel Man,tt0037076,"['Leo Erdody', 'Ferde Grofé Sr.']","['nm0258775', 'nm0342928']"
1945,"BestMusic,ScoringofaMusicalPicture",Nominee,,,Noche sin estrellas,tt0037258,['Mahlon Merrick'],['nm0581220']
1945,"BestMusic,ScoringofaMusicalPicture",Nominee,,,Song of the Open Road,tt0037297,['Charles Previn'],['nm0006239']
1945,"BestMusic,ScoringofaMusicalPicture",Nominee,,,Rumbo a Oriente,tt0037420,"['Louis Forbes', 'Ray Heindorf']","['nm0006078', 'nm0006127']"
1945,BestPicture,Winner,,,Siguiendo mi camino,tt0036872,[],[]
1945,BestPicture,Nominee,,,Perdición,tt0036775,[],[]
1945,BestPicture,Nominee,,,Luz que agoniza,tt0036855,[],[]
1945,BestPicture,Nominee,,,Desde que te fuiste,tt0037280,[],[]
1945,BestPicture,Nominee,,,Wilson,tt0037465,[],[]
1945,"BestShortSubject,Cartoons",Winner,,,Mouse Trouble,tt0037090,['Fred Quimby'],['nm0703642']
1945,"BestShortSubject,Cartoons",Nominee,,,And to Think That I Saw It on Mulberry Street,tt0036601,['George Pal'],['nm0657162']
1945,"BestShortSubject,Cartoons",Nominee,,,"Dog, Cat, and Canary",tt0036764,['Columbia'],['']
1945,"BestShortSubject,Cartoons",Nominee,,,Fish Fry,tt0036829,['Walter Lantz'],['nm0487237']
1945,"BestShortSubject,Cartoons",Nominee,,,Cómo jugar fútbol americano,tt0036933,['Walt Disney'],['nm0000370']
1945,"BestShortSubject,Cartoons",Nominee,,,My Boy Johnny,tt0037108,['Paul Terry'],['nm0856056']
1945,"BestShortSubject,Cartoons",Nominee,,,Duelo de Cantantes,tt0037339,[],[]
1945,"BestShortSubject,One-reel",Winner,,,Who's Who in Animal Land,tt0037463,['Jerry Fairbanks'],['nm0265475']
1945,"BestShortSubject,One-reel",Nominee,,,Blue-Grass Gentlemen,tt0036652,['Edmund Reek'],['nm0715833']
1945,"BestShortSubject,One-reel",Nominee,,,Jammin' the Blues,tt0036968,['Gordon Hollingshead'],['nm0391121']
1945,"BestShortSubject,One-reel",Nominee,,,Movie Pests,tt0037092,['Pete Smith'],['nm0809570']
1945,"BestShortSubject,One-reel",Nominee,,,50th Anniversary of Motion Pictures,tt0036576,['Ralph Staub'],['nm0823864']
1945,"BestShortSubject,Two-reel",Winner,,,I Won't Play,tt0036939,['Gordon Hollingshead'],['nm0391121']
1945,"BestShortSubject,Two-reel",Nominee,,,Bombalera,tt0036658,['Louis Harris'],['nm0365025']
1945,"BestShortSubject,Two-reel",Nominee,,,Main Street Today,tt0037039,['Jerry Bresler'],['nm0107724']
1945,"BestSound,Recording",Winner,,,Wilson,tt0037465,['Edmund H. Hansen'],['nm0360770']
1945,"BestSound,Recording",Nominee,,,Brazil,tt0036670,['Daniel J. Bloomberg'],['nm0089253']
1945,"BestSound,Recording",Nominee,,,Casanova Brown,tt0036699,['Thomas T. Moulton'],['nm0609771']
1945,"BestSound,Recording",Nominee,,,Las modelos,tt0036723,['John P. Livadary'],['nm0515093']
1945,"BestSound,Recording",Nominee,,,Perdición,tt0036775,['Loren L. Ryder'],['nm0753122']
1945,"BestSound,Recording",Nominee,,,La hermanita del mayordomo,tt0036001,['Bernard B. Brown'],['nm0113094']
1945,"BestSound,Recording",Nominee,,,Hollywood Canteen,tt0036922,['Nathan Levinson'],['nm0506080']
1945,"BestSound,Recording",Nominee,,,Sucedió mañana,tt0036962,['Jack Whitney'],['nm0926303']
1945,"BestSound,Recording",Nominee,,,El príncipe mendigo,tt0036984,['Douglas Shearer'],['nm0790428']
1945,"BestSound,Recording",Nominee,,,Adorable mentirosa,tt0037105,['Stephen Dunn'],['nm0242772']
1945,"BestSound,Recording",Nominee,,,Voice in the Wind,tt0037438,['Mac Dalgleish'],['nm0197907']
1945,"BestWriting,OriginalScreenplay",Winner,,,Wilson,tt0037465,['Lamar Trotti'],['nm0873707']
1945,"BestWriting,OriginalScreenplay",Nominee,,,"Salve, héroe victorioso",tt0036891,['Preston Sturges'],['nm0002545']
1945,"BestWriting,OriginalScreenplay",Nominee,,,El milagro de Morgan Creek,tt0037077,['Preston Sturges'],['nm0002545']
1945,"BestWriting,OriginalScreenplay",Nominee,,,Dos chicas y un marinero,tt0037408,"['Richard Connell', 'Gladys Lehman']","['nm0175028', 'nm0499628']"
1945,"BestWriting,OriginalScreenplay",Nominee,,,Alas y una plegaria,tt0037466,['Jerome Cady'],['nm0128332']
1945,"BestWriting,OriginalStory",Winner,,,Siguiendo mi camino,tt0036872,['Leo McCarey'],['nm0564970']
1945,"BestWriting,OriginalStory",Nominee,,,Dos en el cielo,tt0035959,"['David Boehm', 'Chandler Sprague']","['nm0091200', 'nm0819546']"
1945,"BestWriting,OriginalStory",Nominee,,,Náufragos,tt0037017,['John Steinbeck'],['nm0825705']
1945,"BestWriting,OriginalStory",Nominee,,,Nadie escapará,tt0037136,"['Alfred Neumann', 'Joseph Than']","['nm0627012', 'nm0857004']"
1945,"BestWriting,OriginalStory",Nominee,,,Eran cinco hermanos,tt0037323,"['Edward Doherty', 'Jules Schermer']","['nm0230564', 'nm0771087']"
1945,"BestWriting,Screenplay",Winner,,,Siguiendo mi camino,tt0036872,"['Frank Butler', 'Frank Cavett']","['nm0124918', 'nm0147119']"
1945,"BestWriting,Screenplay",Nominee,,,Perdición,tt0036775,"['Raymond Chandler', 'Billy Wilder']","['nm0151452', 'nm0000697']"
1945,"BestWriting,Screenplay",Nominee,,,Luz que agoniza,tt0036855,"['John L. Balderston', 'Walter Reisch', 'John Van Druten']","['nm0049721', 'nm0281556', 'nm0886668']"
1945,"BestWriting,Screenplay",Nominee,,,Laura,tt0037008,"['Jay Dratler', 'Samuel Hoffenstein', 'Elizabeth Reinhardt']","['nm0237225', 'nm0388755', 'nm0718101']"
1945,"BestWriting,Screenplay",Nominee,,,Cita en St. Louis,tt0037059,"['Irving Brecher', 'Fred F. Finklehoffe']","['nm0106505', 'nm0277943']"
1945,Honorary,Winner,Margaret O'Brien,nm0639684,,,,
1945,Honorary,Winner,Bob Hope,nm0001362,,,,
1945,Honorary,Winner,Darryl F. Zanuck,nm0953123,,,,
1946,BestActorinaLeadingRole,Winner,Ray Milland,nm0001537,Días sin huella,tt0037884,,
1946,BestActorinaLeadingRole,Nominee,Bing Crosby,nm0001078,Las campanas de Santa María,tt0037536,,
1946,BestActorinaLeadingRole,Nominee,Gene Kelly,nm0000037,Levando anclas,tt0037514,,
1946,BestActorinaLeadingRole,Nominee,Gregory Peck,nm0000060,Las llaves del reino,tt0036983,,
1946,BestActorinaLeadingRole,Nominee,Cornel Wilde,nm0664273,Canción inolvidable,tt0038104,,
1946,BestActorinaSupportingRole,Winner,James Dunn,nm0007223,Lazos humanos,tt0038190,,
1946,BestActorinaSupportingRole,Nominee,Michael Chekhov,nm0155011,Recuerda,tt0038109,,
1946,BestActorinaSupportingRole,Nominee,John Dall,nm0197982,El trigo está verde,tt0037614,,
1946,BestActorinaSupportingRole,Nominee,Robert Mitchum,nm0000053,También somos seres humanos,tt0038120,,
1946,BestActorinaSupportingRole,Nominee,J. Carrol Naish,nm0619798,Donde nacen los héroes,tt0037906,,
1946,BestActressinaLeadingRole,Winner,Joan Crawford,nm0001076,Alma en suplicio,tt0037913,,
1946,BestActressinaLeadingRole,Nominee,Ingrid Bergman,nm0000006,Las campanas de Santa María,tt0037536,,
1946,BestActressinaLeadingRole,Nominee,Greer Garson,nm0002093,El valle del destino,tt0038213,,
1946,BestActressinaLeadingRole,Nominee,Jennifer Jones,nm0428354,Cartas a mi amada,tt0037885,,
1946,BestActressinaLeadingRole,Nominee,Gene Tierney,nm0000074,Que el cielo la juzgue,tt0037865,,
1946,BestActressinaSupportingRole,Winner,Anne Revere,nm0720843,Fuego de juventud,tt0037120,,
1946,BestActressinaSupportingRole,Nominee,Eve Arden,nm0000781,Alma en suplicio,tt0037913,,
1946,BestActressinaSupportingRole,Nominee,Ann Blyth,nm0001955,Alma en suplicio,tt0037913,,
1946,BestActressinaSupportingRole,Nominee,Angela Lansbury,nm0001450,El retrato de Dorian Gray,tt0037988,,
1946,BestActressinaSupportingRole,Nominee,Joan Lorring,nm0521156,El trigo está verde,tt0037614,,
1946,"BestArtDirection-InteriorDecoration,Black-and-White",Winner,,,Sangre sobre el sol,tt0037547,"['Wiard Ihnen', 'A. Roland Fields']","['nm0407311', 'nm0276177']"
1946,"BestArtDirection-InteriorDecoration,Black-and-White",Nominee,,,Noche en el alma,tt0036807,"[""Albert S. D'Agostino"", 'Jack Okey', 'Darrell Silvera', 'Claude E. Carpenter']","['nm0194875', 'nm0645605', 'nm0798822', 'nm0139304']"
1946,"BestArtDirection-InteriorDecoration,Black-and-White",Nominee,,,Las llaves del reino,tt0036983,"['James Basevi', 'William S. Darling', 'Thomas Little', 'Frank E. Hughes']","['nm0059730', 'nm0201419', 'nm0514673', 'nm0400605']"
1946,"BestArtDirection-InteriorDecoration,Black-and-White",Nominee,,,Cartas a mi amada,tt0037885,"['Hans Dreier', 'Roland Anderson', 'Sam Comer', 'Ray Moyer']","['nm0237417', 'nm0027380', 'nm0173754', 'nm0610455']"
1946,"BestArtDirection-InteriorDecoration,Black-and-White",Nominee,,,El retrato de Dorian Gray,tt0037988,"['Cedric Gibbons', 'Hans Peters', 'Edwin B. Willis', 'John Bonar', 'Hugh Hunt']","['nm0316539', 'nm0676462', 'nm0932320', 'nm0093783', 'nm0402474']"
1946,"BestArtDirection-InteriorDecoration,Color",Winner,,,El pirata y la dama,tt0036840,"['Hans Dreier', 'Ernst Fegté', 'Sam Comer']","['nm0237417', 'nm0270404', 'nm0173754']"
1946,"BestArtDirection-InteriorDecoration,Color",Nominee,,,Que el cielo la juzgue,tt0037865,"['Lyle R. Wheeler', 'Maurice Ransford', 'Thomas Little']","['nm0923907', 'nm0710124', 'nm0514673']"
1946,"BestArtDirection-InteriorDecoration,Color",Nominee,,,Fuego de juventud,tt0037120,"['Cedric Gibbons', 'Urie McCleary', 'Edwin B. Willis', 'Mildred Griffiths']","['nm0316539', 'nm0565720', 'nm0932320', 'nm0341724']"
1946,"BestArtDirection-InteriorDecoration,Color",Nominee,,,San Antonio,tt0038048,"['Ted Smith', 'Jack McConaghy']","['nm0810106', 'nm0566210']"
1946,"BestArtDirection-InteriorDecoration,Color",Nominee,,,Aladino y la lámpara maravillosa,tt0038165,"['Stephen Goosson', 'Rudolph Sternad', 'Frank Tuttle']","['nm0329684', 'nm0827889', 'nm0878339']"
1946,"BestCinematography,Black-and-White",Winner,,,El retrato de Dorian Gray,tt0037988,['Harry Stradling Sr.'],['nm0005889']
1946,"BestCinematography,Black-and-White",Nominee,,,Las llaves del reino,tt0036983,['Arthur C. Miller'],['nm0587926']
1946,"BestCinematography,Black-and-White",Nominee,,,Días sin huella,tt0037884,['John F. Seitz'],['nm0005870']
1946,"BestCinematography,Black-and-White",Nominee,,,Alma en suplicio,tt0037913,['Ernest Haller'],['nm0005735']
1946,"BestCinematography,Black-and-White",Nominee,,,Recuerda,tt0038109,['George Barnes'],['nm0055604']
1946,"BestCinematography,Color",Winner,,,Que el cielo la juzgue,tt0037865,['Leon Shamroy'],['nm0005872']
1946,"BestCinematography,Color",Nominee,,,Levando anclas,tt0037514,"['Robert H. Planck', 'Charles P. Boyle']","['nm0686514', 'nm0102214']"
1946,"BestCinematography,Color",Nominee,,,Fuego de juventud,tt0037120,['Leonard Smith'],['nm0809079']
1946,"BestCinematography,Color",Nominee,,,Canción inolvidable,tt0038104,"['Tony Gaudio', 'Allen M. Davey']","['nm0309974', 'nm0202695']"
